,patch,winside,BB1,RB1,BB2,RB2,BB3,BP1,RP1,RP2,BP2,BP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
159,10.1,Red,olaf,akali,missfortune,lucian,qiyana,aphelios,jarvaniv,rumble,nautilus,reksai,aatrox,tahmkench,ornn,mordekaiser,thresh,renekton,ryze,cassiopeia
160,10.1,Red,olaf,akali,ryze,aphelios,pantheon,missfortune,renekton,taliyah,leona,rumble,reksai,braum,jarvaniv,nautilus,rakan,leesin,mordekaiser,aatrox
161,10.1,Blue,irelia,akali,qiyana,aphelios,rumble,missfortune,senna,tahmkench,leona,ryze,pantheon,reksai,renekton,camille,leesin,aatrox,gragas,zoe
162,10.1,Red,rumble,akali,qiyana,aphelios,elise,missfortune,renekton,taliyah,leblanc,leesin,mordekaiser,tahmkench,ornn,thresh,lissandra,lucian,nautilus,braum
163,10.1,Red,rumble,akali,elise,aphelios,qiyana,olaf,missfortune,renekton,braum,lucian,leblanc,pantheon,mordekaiser,irelia,leona,kennen,ryze,cassiopeia
164,10.1,Red,orianna,aphelios,elise,qiyana,lucian,akali,missfortune,rumble,leona,varus,ryze,jarvaniv,irelia,gangplank,reksai,leblanc,leesin,kennen
165,10.1,Blue,pantheon,akali,elise,aphelios,lucian,qiyana,jarvaniv,missfortune,braum,varus,gragas,rakan,renekton,leona,nautilus,ekko,kennen,irelia
166,10.1,Red,rumble,akali,pantheon,aphelios,olaf,elise,missfortune,qiyana,irelia,leona,mordekaiser,nautilus,renekton,camille,braum,kaisa,ornn,gangplank
167,10.1,Red,irelia,akali,pantheon,rumble,lucian,aphelios,elise,mordekaiser,qiyana,thresh,leblanc,nautilus,gragas,leona,xayah,camille,orianna,rakan
168,10.1,Red,pantheon,akali,rumble,aphelios,varus,missfortune,elise,senna,gragas,jayce,mordekaiser,irelia,nautilus,camille,qiyana,leona,ornn,fiora
169,10.1,Red,pantheon,akali,qiyana,lucian,varus,aphelios,leona,missfortune,ornn,thresh,jarvaniv,ryze,olaf,gragas,leblanc,elise,irelia,leesin
170,10.1,Red,pantheon,akali,qiyana,lucian,varus,aphelios,nautilus,ornn,braum,jarvaniv,mordekaiser,missfortune,irelia,leesin,kindred,aatrox,cassiopeia,caitlyn
171,10.1,Red,jarvaniv,akali,rumble,aphelios,olaf,missfortune,qiyana,renekton,pantheon,taliyah,quinn,gragas,mordekaiser,braum,tahmkench,ornn,thresh,ryze
172,10.1,Blue,elise,akali,qiyana,jarvaniv,pantheon,aphelios,gragas,missfortune,mordekaiser,olaf,ryze,renekton,leblanc,nocturne,nautilus,leona,taliyah,lucian
173,10.1,Red,pantheon,akali,elise,qiyana,rumble,aphelios,jarvaniv,missfortune,leona,reksai,fiora,thresh,lucian,lissandra,braum,aatrox,leblanc,ryze
174,10.1,Blue,qiyana,akali,gragas,aphelios,elise,missfortune,rumble,varus,jarvaniv,leona,ryze,mordekaiser,orianna,ornn,leesin,aatrox,zoe,renekton
175,10.1,Blue,pantheon,akali,elise,qiyana,rumble,aphelios,jarvaniv,leona,gragas,renekton,thresh,mordekaiser,yasuo,ornn,aatrox,braum,irelia,leblanc
176,10.1,Blue,pantheon,aphelios,nautilus,akali,rumble,qiyana,missfortune,mordekaiser,braum,varus,gragas,ryze,aatrox,gangplank,leona,orianna,ornn,diana
177,10.1,Red,pantheon,aphelios,nautilus,akali,rumble,qiyana,jarvaniv,missfortune,braum,varus,elise,ryze,gragas,leona,thresh,aatrox,orianna,fiora
178,10.1,Blue,pantheon,aphelios,nautilus,akali,elise,qiyana,jarvaniv,missfortune,braum,rumble,varus,gangplank,xayah,mordekaiser,leona,aatrox,senna,ornn
